guess,gold
p,n
p,n
p,p
p,p
p,n
p,p
p,n
p,n
p,p
p,n
p,n
p,p
p,n
p,n
p,n
p,p
p,n
p,n
p,n
p,p
p,n
p,p
p,n
p,n
p,n
p,n
p,n
p,n
p,p
p,p
p,n
p,n
p,p
p,p
p,p
p,n
p,n
p,p
p,n
p,p
p,p
p,p
p,p
p,n
p,p
p,n
p,p
p,n
p,p
p,p
p,p
p,n
p,n
p,p
p,n
p,n
p,n
p,n
p,n
p,n
p,n
p,p
p,p
p,n
p,p
p,n
p,p
p,p
p,p
p,p
p,n
p,p
p,n
p,p
p,n
p,n
p,p
p,p
p,p
p,n
p,n
p,p
p,p
p,n
p,p
p,n
p,n
p,p
p,p
p,p
p,p
p,n
p,p
p,p
p,p
p,n
p,n
p,p
p,p
p,n
p,n
p,n
p,n
p,p
p,p
p,n
p,p
p,n
p,p
p,n
p,p
p,p
p,n
p,n
p,p
p,n
p,n
p,p
p,n
p,p
p,n
p,n
p,n
p,n
p,n
p,n
p,p
p,p
p,p
p,n
p,p
p,p
p,p
p,n
p,n
p,p
p,n
p,n
p,n
p,n
p,n
p,p
p,n
p,p
p,n
p,p
p,n
p,p
p,p
p,p
p,n
p,n
p,n
p,n
p,p
p,n
p,p
p,p
p,n
p,n
p,n
p,p
p,p
p,n
p,n
p,p
p,p
p,p
p,p
p,p
p,n
p,p
p,p
p,p
p,p
p,n
p,p
p,p
p,n
p,n
p,p
p,n
p,n
p,n
p,n
p,p
p,n
p,p
p,n
p,n
p,n
p,p
p,n
p,p
p,n
p,p
p,n
p,p
p,p
p,n
p,n
p,p
p,p
p,n
p,p
p,p
p,p
p,n
p,n
p,p
p,n
p,n
p,p
p,n
p,p
p,n
p,n
p,p
p,n
p,n
p,n
p,n
p,p
p,n
p,p
p,p
p,p
p,n
p,p
p,p
p,n
p,p
p,n
p,p
p,n
p,n
p,n
p,n
p,p
p,n
p,p
p,n
p,n
p,n
p,n
p,n
p,n
p,n
p,p
p,p
p,n
p,p
p,p
p,n
p,p
p,p
p,n
p,n
p,p
p,n
p,n
p,n
p,p
p,p
p,p
p,n
p,n
p,p
p,p
p,n
p,n
p,n
p,n
p,p
p,p
p,n
p,p
p,p
p,p
p,p
p,p
p,n
p,n
p,p
p,n
p,n
p,p
p,n
p,n
p,p
p,p
p,n
p,p
p,n
p,p
p,n
p,p
p,n
p,p
p,n
p,n
p,p
p,p
p,p
p,p
p,p
p,p
p,p
p,n
p,n
p,p
p,p
p,n
p,p
p,p
p,n
p,p
p,p
p,n
p,n
p,p
p,n
p,n
p,n
p,n
p,n
p,p
p,p
p,n
p,n
p,n
p,p
p,p
p,n
p,n
p,p
p,p
p,n
p,n
p,n
p,p
p,n
p,p
p,p
p,n
p,p
p,n
p,p
p,p
p,n
p,n
p,p
p,n
p,p
p,n
p,p
p,n
p,n
p,n
p,p
p,p
p,n
p,p
p,n
p,p
p,p
p,p
p,p
p,p
p,p
p,p
p,n
p,p
p,p
p,n
p,n
p,n
p,n
p,n
p,p
p,n
p,n
p,n
p,n
p,n
p,n
p,p
p,p
p,p
p,p
p,p
p,n
p,n
p,n
p,p
p,p
p,p
p,n
p,p
p,n
p,n
p,p
p,n
p,p
p,n
p,p
p,p
p,p
p,n
p,n
p,p
p,p
p,n
p,p
p,p
p,p
p,n
p,p
p,n
p,p
p,p
p,p
p,n
p,p
p,n
p,n
p,n
p,p
p,n
p,n
p,p
p,p
p,p
p,n
p,n
p,n
p,n
p,n
p,n
p,p
p,n
p,p
